CSC.NAME,DATE,CALL.START.TIME,CALL.END.TIME,CALL.DURATION,OUTCOME,EMAIL..If.Interested.,SPANISH..Y.N.,NOTES,CATEGORY...TARGET.AUDIENCE,FACILITY,ADDRESS,INDUSTRY,PHONE,ZIP,,,,
Madison Sanders,5/25/2021,10:40:00,10:43:00,3,Spoke with someone; they're not interested,NA,NA,Does Not need this service,NA,ALLEN DRYWALL & ASSOCIATES INC,380 Lang Rd,Drywall,6505790664,94010,,,,
Madison Sanders,5/25/2021,10:43:00,10:45:00,2,No answer; left voicemail,NA,NA,NA,NA,"DISNEY CONSTRUCTION, INC.",533 Airport Blvd Ste 120,Highway And Street Construction,6506895149,94010,,,,
Madison Sanders,5/25/2021,10:46:00,10:48:00,2,No answer; left voicemail,NA,NA,NA,NA,PROTERRA INC,1815 Rollins Rd,Bus And Other Large Specialty Vehicle Assembly,8644380000,94010,,,,
Madison Sanders,5/25/2021,10:48:00,10:49:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,"VECTOR LABORATORIES, INC.",30 Ingold Rd,"Biological Products, Except Diagnostic",6506973600,94010,,,,
Madison Sanders,5/25/2021,10:50:00,10:53:00,3,No answer; did not leave voicemail,NA,NA,Does Not Appear to belong to a business,NA,"MIXED BAG DESIGNS, INC",1744 Rollins Rd,"Cellophane Bags, Unprinted: Made From Purchased Materials",6502395358,94010,,,,
Praveen Sinha,5/25/2021,10:12:00,10:13:00,1,No answer; left voicemail,NA,NA,NA,NA,"OH MY GREEN, INC.",1845 Rollins Rd,Health Foods,6509898181,94010,,,,
Praveen Sinha,5/25/2021,10:14:00,10:15:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,"MERRILL'S PACKAGING, INC.",1529 Rollins Rd,Unsupported Plastics Film And Sheet,6502595959,94010,,,,
Praveen Sinha,5/25/2021,10:15:00,10:16:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,"AMERICAN MEDICAL RESPONSE, INC.",1510 Rollins Rd,Ambulance Service,6502351333,94010,,,,
Praveen Sinha,5/25/2021,10:16:00,10:17:00,1,Spoke with someone; they're interested,INFO@CCFD.ORG,NA,NA,NA,CITY OF BURLINGAME,1399 Rollins Rd,"Fire Protection, State Government",6505587600,94010,,,,
Praveen Sinha,5/25/2021,10:17:00,10:18:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,PUTNAM BUICK PONTIAC GMC,198 California Dr,"Automobiles, New And Used",6503429500,94010,,,,
Praveen Sinha,5/25/2021,10:34:00,10:35:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,MERCY HIGH SCHOOL,2750 Adeline Dr,Catholic Senior High School,6507621145,94010,,,,
Praveen Sinha,5/25/2021,10:36:00,10:38:00,2,No answer; did not leave voicemail,NA,NA,NA,NA,"DEVINCENZI METAL PRODUCTS, INC.",1809 Castenada Dr,"Sheet Metal Specialties, Not Stamped",6506925800,94010,,,,
Praveen Sinha,5/25/2021,10:38:00,10:41:00,3,Spoke with someone; they're interested,gave the address,NA,NA,NA,BURLINGAME COUNTRY CLUB,80 New Place Rd,"Country Club, Membership",6506968100,94010,,,,
Praveen Sinha,5/25/2021,10:42:00,10:43:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,CITY OF BURLINGAME,501 Primrose Rd,Mayors' Office,6505587203,94010,,,,
Praveen Sinha,5/25/2021,10:47:00,10:48:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,CALIFORNIA TEACHERS ASSOCIATION,1705 Murchison Dr,Education And Teacher Association,6506971400,94010,,,,
Praveen Sinha,5/25/2021,10:51:00,10:52:00,1,Spoke with someone; they're interested,jfarmer@guittard.com,NA,NA,NA,GUITTARD CHOCOLATE HOLDINGS CO.,10 Guittard Rd,Chocolate,6506974427,94010,,,,
Praveen Sinha,5/25/2021,11:02:00,11:03:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,"LAHLOUH, INC.",1649 Adrian Rd,Offset Printing,6506926600,94010,,,,
Praveen Sinha,5/25/2021,11:04:00,11:05:00,1,Spoke with someone; they're interested,crystal.lee@worklucky.com,NA,NA,NA,"LUCKY CHANCES, INC.",1700 Hillside Blvd,Casino Hotel,6507582237,94014,,,,
Praveen Sinha,5/25/2021,11:06:00,11:07:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,"HOME DEPOT U.S.A., INC.",91 Colma Blvd,Home Centers,6507579360,94014,,,,
Praveen Sinha,5/25/2021,11:17:00,11:18:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,ABS-CBN INTERNATIONAL,2001 Junipero Serra Blvd # 200,Cable And Other Pay Television Services,8005272820,94014,,,,
Praveen Sinha,5/25/2021,11:18:00,11:22:00,4,No answer; did not leave voicemail,NA,NA,NA,NA,"GREENEDEN U.S. HOLDINGS II, LLC",2001 Junipero Serra Blvd,"Investment Holding Companies, Except Banks",6504661100,94014,,,,
Praveen Sinha,5/25/2021,11:23:00,11:23:00,0,No answer; did not leave voicemail,NA,NA,NA,NA,"YOU TECHNOLOGY, LLC",2001 Junipero Serra Blvd # 400,Computer Software Development,6506243800,94014,,,,
Praveen Sinha,5/25/2021,11:31:00,11:32:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,BURLINGTON COAT FACTORY WAREHOUSE OF DALY CITY INC,99 Southgate Ave,Family Clothing Stores,6509970733,94015,,,,
Praveen Sinha,5/25/2021,11:33:00,11:34:00,1,No answer; left voicemail,NA,NA,NA,NA,"RENESON HOTELS, INC.",2700 Junipero Serra Blvd,Hotels And Motels,6504495353,94015,,,,
Praveen Sinha,5/25/2021,11:35:00,11:36:00,1,No answer; left voicemail,NA,NA,NA,NA,SETON MEDICAL CENTER,1900 Sullivan Ave,General Medical And Surgical Hospitals,6509924000,94015,,,,
Sonia Highbaugh,5/25/2021,9:00:00,9:05:00,5,Spoke with someone; they're not interested,NA,NA,NA,NA,VERITY MEDICAL FOUNDATION,1500 Southgate Ave,Medical Centers,4082783000,94015,,,,
Sonia Highbaugh,5/25/2021,9:07:00,9:09:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,"TARGET STORES, INC.",133 Serramonte Ctr,"Department Stores, Discount",6507552393,94015,,,,
Sonia Highbaugh,5/25/2021,9:15:00,9:17:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,"HOME DEPOT U.S.A., INC.",303 Lake Merced Blvd,Home Centers,6507550178,94015,,,,
Sonia Highbaugh,5/25/2021,9:20:00,9:22:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,BAY CITY FLOWER CO.,2265 Cabrillo Hwy S,"Flowers, Fresh",6507265535,94019,,,,
Sonia Highbaugh,5/25/2021,9:23:00,9:26:00,3,Spoke with someone; they're not interested,NA,NA,NA,NA,CABRILLO UNIFIED SCHOOL DISTRICT,490 Miramontes Ave,Public Elementary School,6507127160,94019,,,,
Sonia Highbaugh,5/25/2021,9:30:00,9:32:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,MIDPENINSULA REGIONAL OPEN SPACE DISTRICT,330 Distel Cir,Natural Resource Preservation Service,6506911200,94022,,,,
Sonia Highbaugh,5/25/2021,9:25:00,9:26:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,EPICUREAN GROUP,111 Main St Ste 3,Contract Food Services,6509476800,94022,,,,
Sonia Highbaugh,5/25/2021,9:30:00,9:33:00,3,Spoke with someone; they're not interested,NA,NA,NA,NA,CITY OF LOS ALTOS,1 N San Antonio Rd,City And Town Managers' Office,6509481491,94022,,,,
Sonia Highbaugh,5/25/2021,9:35:00,9:37:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,THE DAVID AND LUCILE PACKARD FOUNDATION,300 2nd St,Personal Interest Organization,6509177167,94022,,,,
Sonia Highbaugh,5/25/2021,9:40:00,9:45:00,5,Spoke with someone; they're not interested,NA,NA,NA,NA,FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT FINANCING CORPORATION,12345 S El Monte Rd,Community College,6509496100,94022,,,,
Sonia Highbaugh,5/25/2021,9:47:00,9:50:00,3,Spoke with someone; they're not interested,NA,NA,NA,NA,PANTRONIX CORPORATION,2710 Lakeview Ct,"Integrated Circuits, Semiconductor Networks, Etc.",5106565898,94538,,,,
Sonia Highbaugh,5/25/2021,9:55:00,9:57:00,2,No answer; did not leave voicemail,NA,NA,NA,NA,"WALDORF SCHOOL OF THE PENINSULA, INC.",11311 Mora Dr,Private Elementary And Secondary Schools,6502099400,94024,,,,
Sonia Highbaugh,5/25/2021,10:00:00,10:03:00,3,No answer; did not leave voicemail,NA,NA,NA,NA,MEMRY CORPORATION,4065 Campbell Ave,Surgical And Medical Instruments,6504633400,94025,,,,
Sonia Highbaugh,5/25/2021,10:14:00,10:15:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,"EVALVE, INC.",4045 Campbell Ave,"Valves And Pipe Fittings, Nec",6503308100,94025,,,,
Sonia Highbaugh,5/25/2021,10:20:00,10:22:00,2,No answer; did not leave voicemail,NA,NA,NA,NA,"BURR PILGER MAYER, INC.",4200 Bohannon Dr Ste 250,Certified Public Accountant,6508556800,94025,,,,
Sonia Highbaugh,5/25/2021,10:25:00,10:28:00,3,Spoke with someone; they're not interested,NA,NA,NA,NA,"SIGHT SCIENCES, INC.",4040 Campbell Ave Ste 100,Surgical And Medical Instruments,6503524400,94025,,,,
Cindy Mejia,5/25/2021,11:05:00,11:08:00,3,No answer; left voicemail,NA,NA,NA,NA,LIFEMOVES,181 Constitution Dr,Social Service Center,6506855880,94025,,,,
Cindy Mejia,5/25/2021,11:09:00,11:10:00,1,Spoke with someone; they're interested,legal@uberrealestate.com,NA,NA,CORPORATION: Employees,UBER,101 Jefferson Dr,Travel Agencies,8664406700,94025,,,,
Cindy Mejia,5/25/2021,11:12:00,11:16:00,4,No answer; left voicemail,NA,NA,transferred to director of HR,NA,CORCEPT THERAPEUTICS INCORPORATED,149 Commonwealth Dr,Pharmaceutical Preparations,6503273270,94025,,,,
Cindy Mejia,5/25/2021,11:17:00,11:20:00,3,No answer; left voicemail,NA,NA,"transferred to HR / benefits, no answer left a VM",NA,"EXPONENT, INC.",149 Commonwealth Dr,Consulting Engineer,6503269400,94025,,,,
Cindy Mejia,5/25/2021,11:21:00,11:21:00,0,No answer; did not leave voicemail,NA,NA,"their line was busy, i called twice. No option to leave a VM. the call would just end",NA,"TYCO INTERNATIONAL MANAGEMENT COMPANY, LLC",300 Constitution Dr,Security Systems Services,6503613333,94025,,,,
Cindy Mejia,5/25/2021,11:22:00,11:26:00,4,No answer; left voicemail,NA,NA,"transferred to HR rep, no answere",NA,"L3 TECHNOLOGIES, INC.",130 Constitution Dr,"Telemetering Equipment, Electronic",6503269500,94025,,,,
Cindy Mejia,5/25/2021,11:31:00,11:35:00,4,No answer; left voicemail,NA,NA,"transferred to HR, no answer so left a VM",NA,BOYS AND GIRLS CLUB OF THE PENINSULA,401 Pierce Rd,Membership Sports And Recreation Clubs,6503226255,94025,,,,
Cindy Mejia,5/25/2021,11:36:00,11:41:00,5,Spoke with someone; they're interested,NA,NA,"placed on hold,receptionist answered, took down my info, will have someone reach out to me",NA,QUICKEN INC.,3760 Haven Ave,Computer Software Development And Applications,6505643399,94025,,,,
Cindy Mejia,5/25/2021,11:42:00,11:44:00,2,Spoke with someone; they're interested,mgonzalez@gachina.com,yes,"transferred to HR, they are interested.",NA,"GACHINA LANDSCAPE MANAGEMENT, INC.",1130 Obrien Dr,Landscape Services,6508530400,94025,,,,
Cindy Mejia,5/25/2021,11:45:00,11:48:00,3,Spoke with someone; they're interested,hr@personalis.com,NA,"receptionist said to email HR, and if their willing, then to send flyers",NA,"PERSONALIS, INC.",1330 Obrien Dr,Biological Laboratory,6507521300,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:00:00,11:01:00,1,No answer; left voicemail,NA,NA,General VM,NA,"INTERSECT ENT, INC.",1555 Adams Dr,Surgical And Medical Instruments,6506412100,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:11:00,11:12:00,1,Spoke with someone; they're not interested,NA,NA,Said they couldn't give out personal information of their employees.,NA,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",1305 Obrien Dr,Analytical Instruments,6505218000,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:14:00,11:15:00,1,No answer; did not leave voicemail,NA,NA,"Kept ringing, no VM?",NA,WHATSAPP INC.,1601 Willow Rd,Data Communication Services,6503363079,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:24:00,11:26:00,2,No answer; left voicemail,NA,NA,Transferred me to a VM,NA,"FACEBOOK, INC.",1 Hacker Way Bldg 10,On-Line Data Base Information Retrieval,6505434800,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:31:00,11:33:00,2,No answer; did not leave voicemail,NA,NA,Gave list of numbers to call but none were for HR or something similar. No VM at the end.,NA,INSIGNIA ENVIRONMENTAL,545 Middlefield Rd # 210,Environmental Consultant,6503216787,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:35:00,11:37:00,2,No answer; left voicemail,NA,NA,Left VM to HR department.,NA,CITY OF MENLO PARK,701 Laurel St Fl 2,Mayors' Office,6503306600,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:35:00,11:37:00,2,No answer; left voicemail,NA,NA,Same place as 1370. Already contacted.,NA,CITY OF MENLO PARK,701 Laurel St,City And Town Managers' Office,6503306610,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:38:00,11:39:00,1,No answer; did not leave voicemail,NA,NA,"Wrong number, contact for unrelated employee.",NA,UNITED STATES DEPT OF GEOLOGICAL SURVEY,345 Middlefield Rd,"Air, Water, And Solid Waste Management, Federal Government",6503294758,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:40:00,11:41:00,1,No answer; left voicemail,NA,NA,Said that all agents were busy at the moment and to leave a VM.,NA,"DERMIRA, INC.",275 Middlefield Rd # 150,Pharmaceutical Preparations,6504217200,94025,,,,
Valeria Lazaro Rodriguez,5/25/2021,11:44:00,11:46:00,2,No answer; left voicemail,NA,NA,Receptionist said HR was unavailable right now and to leave a VM.,NA,"CORNERSTONE RESEARCH, INC.",1000 El Camino Real # 250,Economic Consultant,6508531660,94025,,,,
Madison Sanders,5/25/2021,11:05:00,11:07:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,THE PARK MENLO PRESBYTERIAN CHURCH,950 Santa Cruz Ave,Presbyterian Church,6503238600,94025,,,,
Madison Sanders,5/25/2021,11:08:00,11:13:00,5,Spoke with someone; they're not interested,NA,NA,650-244-6500 Is the correct nunmber they are not interested,NA,DRAEGER'S SUPER MARKETS,1010 University Dr,"Grocery Stores, Independent",6503247700,94025,,,,
Madison Sanders,5/25/2021,11:13:00,11:17:00,4,Spoke with someone; they're not interested,NA,NA,provided be well line as i was speaking with reception who will give HR a message,NA,STANFORD PARK HOTEL,100 El Camino Real,Resort Hotel,6503221234,94025,,,,
Madison Sanders,5/25/2021,11:18:00,11:19:00,1,No answer; did not leave voicemail,NA,NA,NA,NA,PARK MENLO CITY SCHOOL DISTRICT,1100 Elder Ave,Public Junior High School,6503264341,94025,,,,
Madison Sanders,5/25/2021,11:19:00,11:24:00,5,Spoke with someone; they're interested,bpolito@llesd.org,NA,Would like Flyer packet and More indepth email of our program,NA,LAS LOMITAS ELEMENTARY SCHOOL DISTRICT,1011 Altschul Ave,Public Elementary School,6508546311,94025,,,,
Madison Sanders,5/25/2021,11:26:00,11:28:00,2,No answer; left voicemail,NA,NA,NA,NA,"HEWLETT, WILLIAM AND FLORA FOUNDATION (INC)",2121 Sand Hill Rd,Charitable Organization,6502344500,94025,,,,
Madison Sanders,5/25/2021,11:28:00,11:34:00,6,Spoke with someone; they're not interested,NA,NA,NA,NA,ROSEWOOD HOTELS AND RESORTS LLC,2825 Sand Hill Rd,Resort Hotel,6505611500,94025,,,,
Madison Sanders,5/25/2021,11:34:00,11:36:00,2,No answer; left voicemail,NA,NA,NA,NA,ROBERT HALF INTERNATIONAL INC.,2884 Sand Hill Rd Ste 200,Temporary Help Service,6502346000,94025,,,,
Madison Sanders,5/25/2021,11:36:00,11:38:00,2,Spoke with someone; they're not interested,NA,NA,Does not have authority to decide message was left with be well line,NA,"SEQUOIA CAPITAL OPERATIONS, LLC",2800 Sand Hill Rd Ste 101,Venture Capital Companies,6508543927,94025,,,,
Madison Sanders,5/25/2021,11:38:00,11:40:00,2,No answer; left voicemail,NA,NA,NA,NA,KOHLBERG KRAVIS ROBERTS & CO. L.P.,2800 Sand Hill Rd Ste 200,Venture Capital Companies,6502336560,94025,,,,
John Wigginton,5/25/2021,11:00:00,11:02:00,2,Spoke with someone; they're not interested,NA,NA,NA,NA,"SILVER LAKE PARTNERS, L.P.",2775 Sand Hill Rd Ste 100,"Investment Offices, Nec",6502338120,94025,,,,
John Wigginton,5/25/2021,11:02:00,11:03:00,1,No answer; did not leave voicemail,NA,NA,vm does not exist for operator,NA,SRI INTERNATIONAL,333 Ravenswood Ave,Scientific Research Agency,6508592000,94025,,,,
John Wigginton,5/25/2021,11:03:00,11:08:00,5,Spoke with someone; they're interested,ekekos@rcsdk8.net,NA,district email. would approve furhter,NA,REDWOOD CITY SCHOOL DISTRICT,170 Selby Ln,Public Junior High School,6503683996,94027,,,,
John Wigginton,5/25/2021,11:08:00,11:09:00,1,Spoke with someone; they're not interested,NA,NA,NA,NA,MENLO CIRCUS CLUB,190 Park Ln,"Country Club, Membership",6503224616,94027,,,,
John Wigginton,5/25/2021,11:09:00,11:12:00,3,No answer; did not leave voicemail,NA,NA,called back 7/13 disconnected,NA,MENLO COLLEGE,1000 El Camino Real,"College, Except Junior",6505433927,94027,,,,
John Wigginton,5/25/2021,11:12:00,11:14:00,2,No answer; left voicemail,NA,NA,called back 7/13,NA,MENLO SCHOOL,50 Valparaiso Ave,Educational Services,6503302000,94027,,,,
John Wigginton,5/25/2021,11:14:00,11:19:00,5,No answer; left voicemail,NA,NA,called back 7/13,NA,"SACRED HEART SCHOOLS, ATHERTON",150 Valparaiso Ave,Private Elementary And Secondary Schools,6503229931,94027,,,,
John Wigginton,5/25/2021,11:19:00,11:22:00,3,Spoke with someone; they're interested,jmontalvo@llesd.org,NA,operator gave counselor email,NA,LAS LOMITAS ELEMENTARY SCHOOL DISTRICT,299 Alameda,Public Elementary School,6508545900,94027,,,,
John Wigginton,5/25/2021,11:22:00,11:25:00,3,No answer; did not leave voicemail,NA,NA,called back 7/13,NA,"BENEDICTINE FATHERS OF THE PRIORY, INC.",302 Portola Rd,"High School, Junior Or Senior, Nec",6508518220,94028,,,,
John Wigginton,5/25/2021,NA,NA,0,Spoke with someone; they're not interested,stan@sfwater.org,NA,called back 7/13,NA,CITY & COUNTY OF SAN FRANCISCO,1000 El Camino Real,"Water Control And Quality Agency, Government",6508725900,94030,,,,
Joy Hinshilwood,5/25/2021,11:30:00,11:35:00,5,Spoke with someone; they're interested,csangco@millbraesd.org,NA,650-697-5693,NA,MILLBRAE SCHOOL DISTRICT,850 Taylor Blvd,Public Junior High School,6506974096,94030,,,,
Joy Hinshilwood,5/25/2021,11:46:00,11:50:00,4,No answer; left voicemail,NA,NA,NA,NA,"STEM, INC.",100 Rollins Rd,Electrical Power Measuring Equipment,4159377836,94030,,,,
Sonia Highbaugh,5/25/2021,11:00:00,11:05:00,5,Spoke with someone; they're not interested,NA,NA,NA,NA,JAJD ENTERPRISES,140 Beach Way,American Restaurant,6507285595,94038,,,,
Sonia Highbaugh,5/25/2021,11:07:00,11:10:00,3,Spoke with someone; they're not interested,NA,NA,NA,NA,"ADVANCE STAFFING, INC.",2086 Lockwood Dr,Employment Agencies,4082056154,95132,,,,
Stephanie Serna,5/26/2021,11:06:00,11:07:00,1,No answer; did not leave voicemail,NA,NA,Jan Ramos --disconnected call couldn't reconnect,SMALL BUSINESS: Customers,NORMAN S. WRIGHT MECHANICAL EQUIPMENT CORPORATION-UTAH,99 S Hill Dr Ste A,Warm Air Heating Equipment And Supplies,4154677600,94005,,,,
Stephanie Serna,5/26/2021,11:09:00,11:11:00,2,No answer; left voicemail,NA,NA,Abby Parton HR left VM,NA,CITY OF BRISBANE,50 Park Pl,City And Town Managers' Office,4155082100,94005,,,,
Stephanie Serna,5/26/2021,11:13:00,11:14:00,1,No answer; did not leave voicemail,NA,NA,"""party is unavailable"" recording",NA,KTSF CHANNEL 26,100 Valley Dr,Television Broadcasting Stations,4154676397,94005,,,,
Stephanie Serna,5/26/2021,11:37:00,11:39:00,2,No answer; did not leave voicemail,NA,NA,caught in a loop couldn't get through to HR,NA,"MYOKARDIA, INC.",1000 Sierra Point Pkwy,"Drugs Acting On The Cardiovascular System, Except Diagnostic",6507410900,94005,,,,
Stephanie Serna,5/26/2021,11:44:00,11:45:00,1,No answer; did not leave voicemail,NA,NA,"""No one available to take your call""",NA,"SANGAMO THERAPEUTICS, INC.",7000 Marina Blvd,"Biological Products, Except Diagnostic",5109706000,94005,,,,
Stephanie Serna,5/26/2021,11:47:00,11:47:00,0,No answer; did not leave voicemail,NA,NA,no out hoing message -- sounds like cell phone,NA,"COVENANT AVIATION SECURITY, LLC",1000 Marina Blvd Ste 100,Security Guard Service,6502193473,94005,,,,
Stephanie Serna,5/26/2021,11:48:00,11:50:00,2,No answer; left voicemail,NA,NA,Ryan Rios -- left VM,EDUCATIONAL: Children,"CHILDCARE CAREERS, LLC",2000 Sierra Point Pkwy # 702,Temporary Help Service,6503720211,94005,,,,
Stephanie Serna,5/26/2021,11:50:00,11:52:00,2,No answer; left voicemail,NA,NA,sales & support -- transferred to Michelle Choy -- left VM,NA,AIRCRAFT TECHNICAL PUBLISHERS,2000 Sierra Point Pkwy # 501,Miscellaneous Publishing,4153309500,94005,,,,
Stephanie Serna,5/26/2021,11:54:00,11:56:00,2,No answer; left voicemail,NA,NA,Jacob Wager HR - left VM,HEALTHCARE: Out-Patient,"AIMMUNE THERAPEUTICS, INC.",8000 Marina Blvd Ste 300,Pharmaceutical Preparations,6506145220,94005,,,,
Stephanie Serna,5/26/2021,11:58:00,11:58:00,0,No answer; did not leave voicemail,NA,NA,"""No one available to take your call"" -- nooptions for depts.",NA,"NOMIS SOLUTIONS, INC.",8000 Marina Blvd Ste 700,"Software, Business And Non-Game",6505889800,94005,,,,
Madison Sanders,5/26/2021,11:07:00,11:12:00,5,Spoke with someone; they're not interested,NA,NA,NA,NA,CITY OF MOUNTAIN VIEW,500 Castro St,City And Town Managers' Office,6509036301,94041,,,,
